center1,center2,far_base,close_base,far_ecc,close_ecc
"[(351.5, -9.5)]","[(202.5, -3.5)]","[(351.5, -9.5)]","[(202.5, -3.5)]",351.6283549431132,202.53024465496506
"[(404.5, -14.5)]","[(212.5, -6.5)]","[(404.5, -14.5)]","[(212.5, -6.5)]",404.7598053166841,212.59938852216862
"[(396.5, 0.5)]","[(226.5, 8.5)]","[(396.5, 0.5)]","[(226.5, 8.5)]",396.50031525838665,226.65943615918576
"[(460.5, 4.5)]","[(270.5, 9.5)]","[(460.5, 4.5)]","[(270.5, 9.5)]",460.5219864458156,270.666769293905
"[(511.5, 18.5)]","[(297.5, 9.5)]","[(511.5, 18.5)]","[(297.5, 9.5)]",511.83444589046564,297.65164202469975
"[(393.5, 16.5)]","[(226.5, -2.5)]","[(393.5, 16.5)]","[(226.5, -2.5)]",393.8457820010264,226.5137964893088
"[(495.5, 9.5)]","[(230.5, 3.5)]","[(495.5, 9.5)]","[(230.5, 3.5)]",495.5910612591797,230.52657113660456
"[(432.5, 16.5)]","[(210.5, -6.5)]","[(432.5, 16.5)]","[(210.5, -6.5)]",432.8146254460447,210.6003323834034
"[(378.5, 15.5)]","[(200.5, -2.5)]","[(378.5, 15.5)]","[(200.5, -2.5)]",378.81723825612795,200.51558542916308
"[(436.5, -15.5)]","[(251.5, -3.5)]","[(436.5, -15.5)]","[(251.5, -3.5)]",436.77511375993026,251.524352697706
"[(415.5, -11.5)]","[(225.5, 1.5)]","[(415.5, -11.5)]","[(225.5, 1.5)]",415.65911514124167,225.50498885833989
"[(457.5, 3.5)]","[(207.5, 8.5)]","[(457.5, 3.5)]","[(207.5, 8.5)]",457.5133877822593,207.67402341169202
"[(436.5, -7.5)]","[(250.5, -9.5)]","[(436.5, -7.5)]","[(250.5, -9.5)]",436.56442823482536,250.68007499599963
"[(342.5, 8.5)]","[(204.5, 8.5)]","[(342.5, 8.5)]","[(204.5, 8.5)]",342.6054582168825,204.67657413587906
"[(217.5, 0.5)]","[(418.5, 12.5)]","[(418.5, 12.5)]","[(217.5, 0.5)]",418.68663699717,217.50057471188438
"[(407.5, 9.5)]","[(233.5, -7.5)]","[(407.5, 9.5)]","[(233.5, -7.5)]",407.6107211543877,233.62041862816702
"[(400.5, 5.5)]","[(213.5, -6.5)]","[(400.5, 5.5)]","[(213.5, -6.5)]",400.5377635130051,213.5989232182597
"[(434.5, 9.5)]","[(252.5, 6.5)]","[(434.5, 9.5)]","[(252.5, 6.5)]",434.60384259691034,252.58364951041466
"[(469.5, 2.5)]","[(237.5, 0.5)]","[(469.5, 2.5)]","[(237.5, 0.5)]",469.5066559698595,237.5005263152063
"[(370.5, 5.5)]","[(220.5, -6.5)]","[(370.5, 5.5)]","[(220.5, -6.5)]",370.540820963089,220.5957841845578
"[(340.5, 10.5)]","[(201.5, 1.5)]","[(340.5, 10.5)]","[(201.5, 1.5)]",340.66185580425645,201.50558304920486
"[(442.5, -13.5)]","[(239.5, -0.5)]","[(442.5, -13.5)]","[(239.5, -0.5)]",442.7058843069516,239.50052192009937
"[(427.5, -3.5)]","[(221.5, 7.5)]","[(427.5, -3.5)]","[(221.5, 7.5)]",427.5143272452983,221.62693879580613
"[(224.5, 4.5)]","[(437.5, 15.5)]","[(437.5, 15.5)]","[(224.5, 4.5)]",437.7744853232084,224.54509569349315
"[(386.5, -3.5)]","[(219.5, 7.5)]","[(386.5, -3.5)]","[(219.5, 7.5)]",386.5158470231201,219.6280947419979
"[(400.5, 5.5)]","[(213.5, -6.5)]","[(400.5, 5.5)]","[(213.5, -6.5)]",400.5377635130051,213.5989232182597
"[(438.5, -3.5)]","[(225.5, 4.5)]","[(438.5, -3.5)]","[(225.5, 4.5)]",438.51396785051213,225.5448957524865
"[(432.5, 16.5)]","[(210.5, -6.5)]","[(432.5, 16.5)]","[(210.5, -6.5)]",432.8146254460447,210.6003323834034
"[(420.5, -8.5)]","[(230.5, 0.5)]","[(420.5, -8.5)]","[(230.5, 0.5)]",420.5859008573635,230.5005422987113
"[(375.5, 3.5)]","[(211.5, 7.5)]","[(375.5, 3.5)]","[(211.5, 7.5)]",375.51631123028466,211.6329369450795
"[(355.5, 8.5)]","[(206.5, 8.5)]","[(355.5, 8.5)]","[(206.5, 8.5)]",355.6016029210217,206.67486542876955
"[(344.5, -4.5)]","[(205.5, -1.5)]","[(344.5, -4.5)]","[(205.5, -1.5)]",344.52938916731034,205.5054743796379
"[(335.5, 12.5)]","[(200.5, -0.5)]","[(335.5, 12.5)]","[(200.5, -0.5)]",335.7327806455604,200.50062344042723
"[(366.5, 7.5)]","[(214.5, 5.5)]","[(366.5, 7.5)]","[(214.5, 5.5)]",366.57673139466993,214.57050123444276
"[(444.5, 16.5)]","[(207.5, -6.5)]","[(444.5, 16.5)]","[(207.5, -6.5)]",444.8061375475838,207.6017822659526
"[(225.5, 0.5)]","[(465.5, -17.5)]","[(465.5, -17.5)]","[(225.5, 0.5)]",465.8288312245175,225.50055432304373
"[(450.5, 6.5)]","[(217.5, -8.5)]","[(450.5, 6.5)]","[(217.5, -8.5)]",450.546889901595,217.666028585078
"[(398.5, -9.5)]","[(215.5, 0.5)]","[(398.5, -9.5)]","[(215.5, 0.5)]",398.6132210551978,215.50058004562308
"[(379.5, 16.5)]","[(218.5, 2.5)]","[(379.5, 16.5)]","[(218.5, 2.5)]",379.85852629630415,218.5143015914519
"[(223.5, 1.5)]","[(418.5, -1.5)]","[(418.5, -1.5)]","[(223.5, 1.5)]",418.5026881634095,223.5050335003666
"[(443.5, -10.5)]","[(241.5, 1.5)]","[(443.5, -10.5)]","[(241.5, 1.5)]",443.6242779650365,241.50465834016535
"[(268.5, 8.5)]","[(472.5, 10.5)]","[(472.5, 10.5)]","[(268.5, 8.5)]",472.61665226692975,268.6345100689783
"[(436.5, -15.5)]","[(251.5, -3.5)]","[(436.5, -15.5)]","[(251.5, -3.5)]",436.77511375993026,251.524352697706
"[(451.5, 13.5)]","[(255.5, 4.5)]","[(451.5, 13.5)]","[(255.5, 4.5)]",451.70178215278276,255.53962510734024
"[(452.5, 11.5)]","[(250.5, -2.5)]","[(452.5, 11.5)]","[(250.5, -2.5)]",452.64610900790916,250.5124747392832
"[(441.5, 18.5)]","[(265.5, -11.5)]","[(441.5, 18.5)]","[(265.5, -11.5)]",441.8874291038386,265.74894167239876
"[(397.5, 1.5)]","[(213.5, -0.5)]","[(397.5, 1.5)]","[(213.5, -0.5)]",397.50283017860386,213.5005854792909
"[(412.5, -13.5)]","[(207.5, 7.5)]","[(412.5, -13.5)]","[(207.5, 7.5)]",412.72084997004936,207.63549792846118
"[(335.5, -4.5)]","[(200.5, 8.5)]","[(335.5, -4.5)]","[(200.5, 8.5)]",335.5301774803572,200.6800936814611
"[(256.5, -7.5)]","[(450.5, -17.5)]","[(450.5, -17.5)]","[(256.5, -7.5)]",450.839771981133,256.60962569630937
"[(354.5, -6.5)]","[(211.5, 6.5)]","[(354.5, -6.5)]","[(211.5, 6.5)]",354.55958596546225,211.59985822301488
"[(357.5, 8.5)]","[(212.5, 6.5)]","[(357.5, 8.5)]","[(212.5, 6.5)]",357.60103467411835,212.59938852216862
"[(404.5, -14.5)]","[(212.5, -6.5)]","[(404.5, -14.5)]","[(212.5, -6.5)]",404.7598053166841,212.59938852216862
"[(346.5, -9.5)]","[(204.5, -3.5)]","[(346.5, -9.5)]","[(204.5, -3.5)]",346.6302064160018,204.52994890724437
"[(238.5, 6.5)]","[(441.5, -15.5)]","[(441.5, -15.5)]","[(238.5, 6.5)]",441.7720000181089,238.58855798214634
"[(379.5, 16.5)]","[(211.5, -7.5)]","[(379.5, 16.5)]","[(211.5, -7.5)]",379.85852629630415,211.6329369450795
"[(347.5, -13.5)]","[(205.5, -3.5)]","[(347.5, -13.5)]","[(205.5, -3.5)]",347.7621313484261,205.52980319165394
"[(382.5, -9.5)]","[(219.5, 9.5)]","[(382.5, -9.5)]","[(219.5, 9.5)]",382.6179556685755,219.7054846834735
"[(392.5, -8.5)]","[(228.5, 0.5)]","[(392.5, -8.5)]","[(228.5, 0.5)]",392.592027427965,228.50054704529703
"[(376.5, -13.5)]","[(209.5, -0.5)]","[(376.5, -13.5)]","[(209.5, -0.5)]",376.7419541277557,209.50059665786156
"[(241.5, -0.5)]","[(439.5, 5.5)]","[(439.5, 5.5)]","[(241.5, -0.5)]",439.5344127596837,241.500517597789
"[(365.5, -7.5)]","[(203.5, -6.5)]","[(365.5, -7.5)]","[(203.5, -6.5)]",365.5769412859624,203.60378189021932
"[(443.5, -5.5)]","[(262.5, -5.5)]","[(443.5, -5.5)]","[(262.5, -5.5)]",443.5341024092736,262.5576127252836
"[(341.5, -11.5)]","[(203.5, -3.5)]","[(341.5, -11.5)]","[(203.5, -3.5)]",341.69357617608205,203.530096054613
"[(407.5, -14.5)]","[(234.5, 9.5)]","[(407.5, -14.5)]","[(234.5, 9.5)]",407.75789385369353,234.69235181402908
"[(339.5, 12.5)]","[(203.5, 5.5)]","[(339.5, 12.5)]","[(203.5, 5.5)]",339.7300398846119,203.57431075653923
"[(225.5, -2.5)]","[(388.5, 0.5)]","[(388.5, 0.5)]","[(225.5, -2.5)]",388.5003217501885,225.5138576673283
"[(373.5, -12.5)]","[(201.5, -1.5)]","[(373.5, -12.5)]","[(201.5, -1.5)]",373.7091114757573,201.50558304920486
"[(425.5, 8.5)]","[(241.5, -2.5)]","[(425.5, 8.5)]","[(241.5, -2.5)]",425.584891649128,241.5129396119388
"[(414.5, -11.5)]","[(225.5, -8.5)]","[(414.5, -11.5)]","[(225.5, -8.5)]",414.65949886623844,225.66014269250118
"[(337.5, 3.5)]","[(201.5, 3.5)]","[(337.5, 3.5)]","[(201.5, 3.5)]",337.51814766024063,201.53039472992654
"[(397.5, -5.5)]","[(219.5, -0.5)]","[(397.5, -5.5)]","[(219.5, -0.5)]",397.5380484934744,219.50056947534327
"[(471.5, 15.5)]","[(258.5, -3.5)]","[(471.5, 15.5)]","[(258.5, -3.5)]",471.7547032091996,258.5236933048884
"[(434.5, 7.5)]","[(222.5, 4.5)]","[(434.5, 7.5)]","[(222.5, 4.5)]",434.56472475340195,222.54550096553288
"[(427.5, 6.5)]","[(231.5, 0.5)]","[(427.5, 6.5)]","[(231.5, 0.5)]",427.54941234902896,231.50053995617375
"[(213.5, 0.5)]","[(439.5, -3.5)]","[(439.5, -3.5)]","[(213.5, 0.5)]",439.51393607029115,213.5005854792909
"[(240.5, -4.5)]","[(403.5, 2.5)]","[(403.5, 2.5)]","[(240.5, -4.5)]",403.50774465925684,240.542096107937
"[(434.5, -11.5)]","[(250.5, -2.5)]","[(434.5, -11.5)]","[(250.5, -2.5)]",434.65215977836806,250.5124747392832
